,mode,model_type,trial,episode,return,hash_id,config,config_str
296,training,ppo,6,10,0.032540005417829754,59d07910aa334e47affb48bc234d01b3,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:6'}",421999db3f2603a8f75dd992b895dcb6
301,training,ppo,7,1,0.12563267360137687,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
306,training,ppo,7,2,0.8991713504792076,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
311,training,ppo,7,3,2.4071101160463644,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
316,training,ppo,7,4,2.1764528810765045,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
321,training,ppo,7,5,1.6883826629639511,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
326,training,ppo,7,6,1.818876781534958,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
331,training,ppo,7,7,0.4346010502070172,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
336,training,ppo,7,8,2.154750291983212,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
341,training,ppo,7,9,-0.24549143228884296,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
346,training,ppo,7,10,1.596283437394972,63f1aae11f06fa6432f9c446f6137f92,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:7'}",421999db3f2603a8f75dd992b895dcb6
351,training,ppo,8,1,0.013201927592491725,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
356,training,ppo,8,2,0.03698317263433193,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
361,training,ppo,8,3,0.07458468723467648,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
366,training,ppo,8,4,0.3837730737583054,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
371,training,ppo,8,5,0.2887992410483664,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
376,training,ppo,8,6,0.3971506084034273,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
381,training,ppo,8,7,0.9471275643228043,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
386,training,ppo,8,8,1.3796762873492767,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
391,training,ppo,8,9,1.6138749431362003,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
396,training,ppo,8,10,-0.04352487893942247,3b768cd119f50370c2074c9fd053a337,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:8'}",421999db3f2603a8f75dd992b895dcb6
401,training,ppo,9,1,0.03714059863334418,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
406,training,ppo,9,2,-0.2638219840684155,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
411,training,ppo,9,3,-0.2594297520658425,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
416,training,ppo,9,4,-0.24060634923901036,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
421,training,ppo,9,5,-0.3442638960302655,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
426,training,ppo,9,6,-0.5074357221597805,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
431,training,ppo,9,7,-0.2908008446174657,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
436,training,ppo,9,8,-0.5853991432555805,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
441,training,ppo,9,9,-0.516588634640694,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
446,training,ppo,9,10,-0.6750976356849564,33697e98de92a8f81923dede08c395e9,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:9'}",421999db3f2603a8f75dd992b895dcb6
451,training,ppo,10,1,0.46394083703190026,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
456,training,ppo,10,2,-0.44948511643327227,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
461,training,ppo,10,3,0.15601726679817607,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
466,training,ppo,10,4,1.2836963888189223,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
471,training,ppo,10,5,0.4012484449792595,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
476,training,ppo,10,6,2.442673049823163,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
481,training,ppo,10,7,2.2442470213356294,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
486,training,ppo,10,8,2.577361067370963,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
491,training,ppo,10,9,3.598790053665163,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
496,training,ppo,10,10,5.232790903173091,28b62c02314f86d93a2d5938cbad012a,"{'learning_rate': 0.001, 'n_steps': 1024, 'batch_size': 64, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.98, 'name': 'variant:10'}",421999db3f2603a8f75dd992b895dcb6
3,training,sac,1,1,0.613517304902127,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
8,training,sac,1,2,2.4309127378685496,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
13,training,sac,1,3,0.8953409379287565,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
18,training,sac,1,4,1.0610646455311001,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
23,training,sac,1,5,1.8628085781421007,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
28,training,sac,1,6,1.068584467640763,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
33,training,sac,1,7,1.5024407449789448,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
38,training,sac,1,8,2.0738483477148475,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
43,training,sac,1,9,1.6626164227378926,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
48,training,sac,1,10,1.9075393758260577,db8f3fa3076e069f2debbb490f9cdaa8,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:1'}",9c639a6ee6a5c0369e24f611c49405ab
53,training,sac,2,1,1.0522136715337518,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
58,training,sac,2,2,0.7555755001330309,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
63,training,sac,2,3,1.202558585089362,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
68,training,sac,2,4,0.4137216846637395,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
73,training,sac,2,5,1.0175846906356223,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
78,training,sac,2,6,1.9049127654896214,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
83,training,sac,2,7,3.391506387777607,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
88,training,sac,2,8,1.2549729454043428,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
93,training,sac,2,9,1.7256818939187522,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
98,training,sac,2,10,1.7059314587422216,b615dbcf9446ec7c8f7119e6730b534a,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:2'}",9c639a6ee6a5c0369e24f611c49405ab
103,training,sac,3,1,-0.1704394022196274,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
108,training,sac,3,2,1.4723746652114005,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
113,training,sac,3,3,0.1651657539737672,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
118,training,sac,3,4,0.4568013130580997,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
123,training,sac,3,5,1.6316435751130083,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
128,training,sac,3,6,1.6500064306110023,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
133,training,sac,3,7,6.754772050454323,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
138,training,sac,3,8,4.015707378361925,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
143,training,sac,3,9,2.493712986705785,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
148,training,sac,3,10,3.66427284027227,647543dd8f3c3ddea297ca0ed7a46cc7,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:3'}",9c639a6ee6a5c0369e24f611c49405ab
153,training,sac,4,1,-0.033782054549109986,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
158,training,sac,4,2,0.1905837554784482,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
163,training,sac,4,3,1.679791722811344,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
168,training,sac,4,4,0.23728169601239268,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
173,training,sac,4,5,0.9319949824583584,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
178,training,sac,4,6,0.1144355144191227,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
183,training,sac,4,7,1.7047028746409327,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
188,training,sac,4,8,2.344835863774829,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
193,training,sac,4,9,1.5901561679213803,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
198,training,sac,4,10,4.387035741780636,4746b7c1d548b1e312b9631aa782e3e0,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:4'}",9c639a6ee6a5c0369e24f611c49405ab
203,training,sac,5,1,0.7842922760016149,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
208,training,sac,5,2,-0.40304991152966996,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
213,training,sac,5,3,1.8862199426889386,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
218,training,sac,5,4,2.4571592340232065,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
223,training,sac,5,5,2.0406740855598464,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
228,training,sac,5,6,3.0514477678327347,2f7283faa173d7fe6a33b1e5e1ebe8f1,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant:5'}",9c639a6ee6a5c0369e24f611c49405ab
