,hash_id,model_name,config,r,config_str
79,3d4d7e4a24768e3b3a47a79148235d4b,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_6'}",0.508573680553591,3164a7a3091a6f1d7f18a477441bc1cf
80,a623fcd53678fb716cde81b30e42100c,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_7'}",0.22857864226366553,4fd6ccc389f1fe7b023d3ca2bc7019a6
81,b1520fe3c68dca430a84b84163bf1884,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_7'}",0.2070903157228603,f70e5bf4c4ce997b255b2234867dd659
82,9048019f5f15591f1816d02643a0b278,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_7'}",0.0,e5434f0eef75665da73da258f633d8df
83,fd9fd3e1288e22a857f30c44645d8997,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_7'}",0.0,696662c507b0bf77607d3fbec612e079
84,42b570c09a8f382403b83ffe68681b90,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_7'}",0.508573680553591,3164a7a3091a6f1d7f18a477441bc1cf
85,81ccfbb51cd6129f72274092a378e51c,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_8'}",0.07157558542229303,4fd6ccc389f1fe7b023d3ca2bc7019a6
86,b39c5dd82dbcbb1ba1767e516f284691,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_8'}",0.008658409690748492,f70e5bf4c4ce997b255b2234867dd659
87,b5283578fddcb870b0c5446cdbb2b878,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_8'}",0.0,e5434f0eef75665da73da258f633d8df
88,5cf3da38850724923bb78a3a3963609f,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_8'}",0.508573680553591,696662c507b0bf77607d3fbec612e079
89,7d5a9a298c10904db57d7be6580f678f,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_8'}",0.508573680553591,3164a7a3091a6f1d7f18a477441bc1cf
90,a55b9d560d5b86b0e26f2a4c611f0947,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_9'}",0.13503081167589936,4fd6ccc389f1fe7b023d3ca2bc7019a6
91,a3f36e8058d4990cebe04bdef9a1da81,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_9'}",0.3276615316587732,f70e5bf4c4ce997b255b2234867dd659
92,691de24adf4a4aef7d703cd11f6dcf1f,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_9'}",0.0,e5434f0eef75665da73da258f633d8df
